,statement,is_toxic
2995,"maybe a dumb question:
If the last button is the one about to request tab, shouldn't it be !reverse to focus the status area? Or am I missing something?",0
2996,"Maybe a stupid question, but why doesn't this need to be qualified with ""identity::""?",0
2997,"maybe a stupid question.. but why swapping nXAdvance and nYAdvance doesn't do the trick.
more to the point if nXAdvance is wrong in this case, how come nYAdvance is right ?",0
2998,Maybe a stupid question: where's this variable defined?,0
2999,Maybe add @dshi to verify this? He's mucked with chromeos_version.sh lately,0
3000,"Maybe add a comment here, reminding the reader what the empty ssid is about.",0
3001,"maybe add a link to the bug here to motivate this change? otherwise i worry we'll be back in a year removing this ""obviously stupid"" code :-)

(and did you want to + 1 here rather than everywhere you use it?)",1
3002,Maybe add a TODO and refer to an issue (crosbug.com/19662?),0
3003,maybe declare this f-n somewhere in private/bionic_utils.h?,0
3004,Maybe do a static import for GraphicsUtil.setupAntialiasing so there wouldn't be this ugly fqcn here?,1
3005,"Maybe I am wrong... Since you use '.*' at the head and the tail, it seems to me that '^' and '$' become redundant.",0
3006,Maybe I should collapse these two to make it easier to read.,0
3007,"Maybe in another CL, I am also tempted of just deleting the if and putting a DCHECK.",0
3008,Maybe initialize this member to a dummy value?,0
3009,"Maybe introduce another bool into OatFileManager that gets toggled, and have DCHECKs?",0
3010,"Maybe just move this inline in the header, mostly because ifdefs are ugly.  :(",1
3011,"maybe just put the rm just above the ifeq ($(USE_NINJA),true)?",0
3012,Maybe kill this extra space while you're here?,0
3013,Maybe kill this? This script is the whole point of the job.,0
3014,Maybe make this a subroutine called something like setCurrentValue?,0
3015,Maybe make this number a function parameter as well? I'm guessing this like n_tries or n_seeds or something.,0
3016,"Maybe not, but I like to pedantically check that the program actually reaches the last statement and did not silently die on the first :-)
....",0
3017,maybe provide an example of why --recurse-submodules is a SolitaryAllowConjoined?,0
3018,Maybe put a static_assert here for kAdrpThunkSize == 2 * 4U?,0
3019,"Maybe remove, as `printer' dies at the end of the block?",0
3020,"maybe sfx2 should be added to @section sfx2:

@li @c sfx2",0
3021,maybe StreamingRingBuffer? We can use this for stuff other than client data.,0
3022,maybe tell pylint to shut up?,1
3023,"Maybe ULL or some more explicit 64bit type.
ARM9, 32bits, too small?",0
3024,maybe want current->tgid ? I think pid won't match up with anything in top or PS,0
3025,"Maybe you need manually edit this file to enable the 64-bit host build.
Ex:
fu@fu-ubuntu:/disk/dev/aosp/build$ git diff
diff --git a/core/envsetup.mk b/core/envsetup.mk
index d0b5846..f48cc25 100644
--- a/core/envsetup.mk
+++ b/core/envsetup.mk
@@ -71,7 +71,7 @@ endif
 # after we default to 64-bit host build.
 ifeq (,$(BUILD_HOST_64bit))
 # Default to 32-bit-by-default multilib host build.
-HOST_PREFER_32_BIT := true
+HOST_PREFER_32_BIT := false
 endif
 
 # HOST_ARCH",0
3026,"maybe
state_.data[slot].alloc.trace_addr = null
state_.data[slot].alloc.trace_len = 0",0
3027,"maybe: Can be concurrent with other |Insert| and |Remove| executions, ...",0
3028,mChildWindow != nullptr,0
3029,meh-- didn't realize I was being a moron. Moved flags to after target in iosbuild; works fine now. Abandoning this... although I guess the presence of -g in the base flags does bug me a bit. Whatever.,1
3030,Meh! Upload32... lame,1
3031,"Merge MTK_STATE_ERROR to MTK_STATE_ABORT. The comment in line 99 should become ""vcodec should be aborted"".",0
3032,"merge these two doins calls into one, and delete the die call",0
3033,"Message is useless. Only use message if you have dynamic data to print. If you thing the assert statement is not self-documented, just put a comment.",0
3034,"Messages here are used internally by stdlib, because skylark is dumb and I wanted structured values :(",1
3035,"micro-nit: write here
  TestDecode(1  /* num_concurrent_decoders  */); 
for clarity?",0
3036,"Might as well just declare it as an int, then? And in any case, this still allows for seemingly-silly values like 2**31. (Is the value further sanity-checked inside `DecodeCBOR`?)",0
3037,might as well kill this one,0
3038,"Might be another dumb question: but can't we have a race condition here and in `close_sdk`. E.g. one thread is executing line #72, while other is passing check on line #83 successfully?
 
 I'd guess that all of that can be called from a single GL thread only, but not sure...",0
3039,Might be cleaner to write an OCP that wraps this and prunes out the downloads... I know that's a lot more code/sucks but that's probably the cleanest way?  Can you just put this in the factory?  Or put it at each client?,1
3040,might be worth an assert here that extra_bytes is evenly divisible by _to_copy,0
3041,"Might be worth keeping since it's run as part of CTS. 

Presumably nobody is stupid enough to modify dalvik and implement destroy() , stop() and stop(Throwable)",1
3042,Might make more sense here. Tool window close should be triggered by main window close.,0
3043,"might want to inject a pause here prior to the reboot; depends on how fast it cycles (getting a ""go do this"" message when the window is 1s sucks)",1
3044,Mildly prefer you call this GetNoopCompletionAction().,0
3045,"Mind calling this ""legacy_mount_point_"" or something else? if not, file a bug and add a tracking entry here about killing this flag. The name is too generic otherwise!",0
3046,"Minor nit, fix the useless param name while you're in this chunk of code. ""run"", ""canRun"", etc.  ""b"" is like having a road sign in front of a dangerous curve that says ""This is a road sign"".",0
3047,minor nit: End all these comment sentences with periods.,0
3048,"Minor stylistic thing, these typedefs are there for readability (we don't subscribe to the linux kernel style of 'typedefs are evil' for this library).

  typedef uint32_t uptrdiff32_t
  typedef uint32_t size32_t",0
3049,"Miss 
page_up in COL12-ROW02
page_dwn in COL12-ROW05
home in COL12-ROW00
end in COL12-ROW04",0
3050,Missed the little bugger.,0
3051,missed these in the earlier set of patches. these will warn for conversion tran_high_t (int64) -> int under visual studio. -Wshorten-64-to-32 didn't seem to pick these up. same with inv_txfm_ssse3.h and highbd_idct8x8. I'll send something to clear the current ones,0
3052,Missed this comment.. Will upload another patchset with read_far_el3,0
3053,"Missing ""$@"" here, otherwise I guess it's okay.",0
3054,Missing /* CONFIG_KEYBOARD_BOOT_KEYS */ for clarity,0
3055,missing || die,0
3056,missing a FORMAT_ARG= initialization,0
3057,"Missing a space after the if. A few others are too, but not all, so might as well make the new ones non-ugly.",0
3058,"missing braces? also, you'll be pringing the same dump twice.",0
3059,Missing entry in kerneldoc above... (stupid me),0
3060,"missing field 'drive_size' initializer [-Werror,-Wmissing-field-initializers]
  CgptAddParams params = {0};
                           ^",0
3061,"Missing Signed-off-by:
(you can both yours and mine)

git commit --amend -s
will add yours automatically",0
3062,"Missing

    AccessibilityController* accessibility_controller =
      Shell::Get()->accessibility_controller();

?",0
3063,Mixing mocks and fakes is usually confusing. Please return empty strings/urls.,0
3064,mLayoutDone should be set to false to call this multiple times.,0
3065,mmc.h should go after dw_mmc.h.,0
3066,"mMediaBrowserService is same with StubMediaBrowserService.sInstance, but not same with StubMediaBrowserService.sSession.",0
3067,"Mmm... best place would be in ext4_create_fs_aux_info() to put this into aux_info, but then we have to deal with ext4_parse_sb_info()",0
3068,"Mmmm.. This is the kind of code that requires a comment so that later maintainers don't have to search the git log to understand exactly what's going on. As far as I understand, you could completely remove the defined(_STLP_USE_EXCEPTIONS) here.",0
3069,mNotificationBadgeBitmap = null,0
3070,mo.display_name = mountName.empty() ? mountUrl : mountName;,0
3071,"ModalDialogManager takes care of dismissing all dialog in destroy.
 So I think we don't need to do anything here.",0
3072,mOnAudioInfoChangedCalled should be false.,0
3073,"more #ifdef nonsense, see below.",1
3074,more crap u-boot code.,1
3075,"More idiomatic might be

  printf 1 > ... || die ""Config update failed. ret=$?""

But this is fine too, submitting as is since it's just a cherry-pick after all.",0
3076,"More in general, don't use inet_pton and inet_ntop. Use getnameinfo and getaddrinfo instead.",0
3077,more rubbish,1
3078,More than these roles? You're using them pretty generically.,0
3079,more u-boot crap.,1
3080,most australian dummy var name ever!,1
3081,"Most modern tests in SW land use promise_test, it's safer for a few reasons:
 - No need for ""unreached_rejection"" at the end, which tends to give less informative output when the test fails
 - If additional test cases are added to this file, they will run in sequence with promise_test. async_tests tend to stamp on each other if not coded carefully.",0
3082,Most of those steps would just be duplicating what the poll_for_condition function provides. I'll use that function.,0
3083,mouse_handler_ = nullptr,0
3084,move browser_view into this block or inline GetBrowserViewForBrowser(...) call,0
3085,"Move it just above self.slot_to_tid = {}
 
 To make it clear, how about:
 
  # Set the default ...
  self.slot = 0
 
  # Some abnormal ...
  # ...
  self.slot_to_tid = ...
  self.point = ...
  self.pressure = ...
 
  self.syn_time = None
  ...",0
3086,"Move it just above self.slot_to_tid = {}

To make it clear, how about:

 # Set the default ...
 self.slot = 0

 # Some abnormal ...
 # ...
 self.slot_to_tid = ...
 self.point = ...
 self.pressure = ...

 self.syn_time = None
 ...",0
3087,"Move the code to a function to avoid the need to that ugly goto? ,-)",0
3088,"move the duplicated args into a local array

 local grub_args=(
   -p /efi/boot
   part_gpt fat ext2 hfs hfsplus normal boot chain configfile linux
 )
 sudo grub2-mkimage -O x86_64-efi -o ""${FLAGS_to}/efi/boot/bootx64.efi"" ""${grub_args[@]}""",0
3089,"Move this below the onclick defined below, to match the logic for SIMPLE doodles.",0
3090,Move this below: AXFragmentRootPlatformNodeWin* instance = com_instance;,0
3091,"Move this closer to the first statement that cares about it -- I guess ""dosbin killers"" below.",0
3092,Move this line between SmsMessageBase.TextEncodingDetails and cdma.SmsMessage.,0
3093,"move this to the die rather than also calling eerror

 die ""More than one instance of lcov-html"" \
     ""found! The instances are: ${LCOV_DIR}"" \
     "".......""",0
3094,move up in sort order and remove the blank line above,0
3095,move_tab_to_external_screen and set_full_screen should be separated methods.,0
3096,"moveDirWithContent basically does the following, when you ask it to move dirA -> dirB

1) Does dirB exist? No? Rename dirA (and return if that succeeds)
2) Move over each file into existing dirB, but if any of them fail to move for whatever reason, oh well. Delete dirA regardless

So actually,
if (!move) {
  copy();
  delete();
}

won't work, because dirA will likely be gone after move is called.

Better would be if we could do something like

if (moveCanWork) {
  move;
} else {
  copy;
  delete;
}

but it sort of sucks that FileUtil doesn't already have a method that does that. This may be something we want to run over the whole codebase for and make sure we don't have other spots that may break because of this problem...",1
3097,"movz out, in_hi, in_lo
movn out, in_lo, in_lo",0
3098,"mpAccess = std::move(other.mpAccess);
mpBitmap = std::move(other.mpBitmap);

then you don't need the assignments to zero",0
3099,mpAudioTrack should be initialized.,0
3100,MTB is defined in the module docstring since it is used in the whole file.,0
3101,mtf=_MTF...,0
3102,"Much as I like moving forward, I dislike aribtrary non-uniformity more.

If we decided ""#prama once"" is acceptable. I'd request that we *first* have a dumb CL to migrate the relevant headers to use this. Trying to decide which one to use / or pointing out the one to use in reviews in face of non-uniformity is unnecessary cognitive load.",0
3103,"Multi-line comment should be:

/**
 * Blah, blah, blah
 */",0
3104,Must be |/dev/.ssh/ssh_host_key| to match sshd_config,0
3105,must be executed as root,0
3106,"Must have done something silly after make check and testing and before submitting to gerrit.
Fixed typo.",0
3107,Mutating a field of something that's returned from a function seems icky. I don't have a better suggestion for you though.,0
3108,"My bad, need to start constant with a 'k', kRenewalTimePercentage. Same for below.",0
3109,"my bad, the compatible string for DWC3_QCOM and DWC3_IPQ4019 are different. One is ""qcom,dwc3"" and one is ""qca,dwc3"". Gale use ""qca"" version.",0
3110,"My bad. I just wrote this in thin air and sent it to you.
Should've been:

  test_env = test_environment.CellularPseudoMMTestEnvironment(
              pseudomm_args=({'family': 'CDMA'},),
              use_backchannel=False,
              shutdown_other_devices=False)",0
3111,"my fault, but please remove the semi-colon while you are at it.",0
3112,my fault: instead of SID_JUMP_TO_SPECIFIC_PAGE use nSlotId. Then the build error on MacOS will go away.,0
3113,"My first reaction is ""Yuck, that's unreadable"".  I don't think it is necessary in this case since this is only used in one function/one file and not likely to have its use extended. I agree that in multiple functions a custom comparator would be highly desirable to prevent mis-use.

But I tried it and I guess it isn't so bad.  So for the sake of ""good practice even if not necessary"" I could change it.",1
3114,"My name is Inigo Montoya, you killed my father...",1
3115,"My sed-fu is weak and I am too lazy to RTFM. What are ;t;D doing?
 
 (related: is ""sed -n -e 's/.../..../gp'"" not simpler? or is this more correct?)",0
3116,"My thinking here is generally to make the asset loader as picky as necessary, and make the UI as tolerant as we can. I'd like the UI to work fine if no sounds were pushed in, for example. Whether or not the UI starts up if it doesn't have all assets, or pickiness on the component contents, can be treated separately.",0
3117,My understanding is that you disable inline here. Definitions have to be inline in headers otherwise you cause an ODR violation.,0
3118,"My vote is to keep this change simple and remove all non-sparse
boolean properties.",0
3119,"My vote would be to have just one generic flag.

GDB-info is misleading since Dwarf can be used by many tools - including LLDB, and libbacktrace.

I like DebugSymbols more.  I would say it sounds like a DwarfSymbols (i.e. .debug_* sections), but not everyone might not know the name Dwarf so it is good generic name.

But both of the above seem to imply that they only control inclusion/exclusion of debug data.  I think it would be conceivable that the flag could have deeper effects.  Say, do not deduplicate methods to make sure they can be identified, or omit some optimizations that rearrange code.

Anyway, this is just bike-shedding about names.  I would not want to change it as part of this CL.  I picked GDBInformation here somewhat randomly, and made sure it is at least consistent with Quick and Elf Writer.

Should I change it back to GetIncludeDebugSymbols? (and maybe kill GDB in further CL?)",0
3120,my*GoogleImageLabel,0
3121,myButton.setIcon(hasMultipleItems() ? PlatformIcons.COMBOBOX_ARROW_ICON : null);,0
3122,"myIsBinary, myIsStrict.

(Yeah, I know that's not as readable. I sometimes skip the ""is"" as redundant: myBinary, myStrict)",0
3123,mypy types don't show up in the recipes generated markdown. This project supports conversion to py3 annotations: https://github.com/chadrik/doc484,0
3124,"mysqldump -u -p ---all-databases | gzip - > filename.gz? 
 
 By gzipping it while we are dumping we lower the requirement for the space required on the server side. 
 
 our 35gig db compresses down to about 900 megs right now.",0
3125,"Nah, because I want to make it REALLY HARD to do something stupid that causes us to lose track of locked hosts.  This way, you can't remove hosts from self._hosts short of flat out blowing it away and replacing it with something else.",0
3126,"Nah, if you set the data pointer in the constructor and still expect the vector to do anything useful, good luck. I don't see the point in adding run time tests for such idiocy :)",1
3127,"Nah, type errors happen when you try to assign/compare/dosomething with it. This way it actually works as a pointless null statement as well if really want to do such a weird thing :)",0
3128,"name isn't required here
just enable_if_convertible = nullptr",0
3129,"name_len is always a count of chars, no matter this last param",0
3130,naming convention is unnatural to me.  I'd call this schedule_service_writeback and __service_modified as service_writeback.  and update_pending as dirty.  But who am I?,0
3131,"Naming convention: use config_ClamshellType.  (Yes I know there are things here using the wrong convention.  People keep doing that.  They need to stop.  It is annoying me. :p)

Also please put this up with the other physical behavior configs, like config_lidOpenRotation.",0
3132,"nard.  pardon, the cros_build_lib conversion obviously failed miserably.",0
3133,"nasty one.
commit diff for 30008dfb2b5f29252687f975072ccf85e7d3590f ""fdo#32869: Added navigation buttons to writer"" does not help.

https://bugs.documentfoundation.org/show_bug.cgi?id=32869 shows other commit 6101a8f5f579023e52732603661a39b535e0ef0b
which introduces new ID in shells.hrc
+#define STR_SHELLNAME_NAVIGATION (RC_SHELLS_BEGIN + 62)
this equals to 23312.
Guess this was a typo.

commit 8c041824b67caa53d3f7f96803b7a69ced6614b5 ""all these ids and their associated resources were unnecessary"" removed this ID again.
End of story.",1
3134,nasty!,1
3135,"nasty; X server defines the individual bits as long, but the XCreateWindow param expects unsigned long mask.",1
3136,naughty kroot. i see conscrypt also has its own now-out-of-date copy of readFileAsString.,0
3137,nColField should be size_t as well.,0
3138,"NDK_ANALYZE=1 complains r_debug may be NULL reaching here, and segfault by dereferencing it",0
3139,Need discution. This schedulable is run before or after jayce dump? Why not moving it?,0
3140,"Need it for sdhci lib, otherwise see a compilation error.",0
3141,need to be inside a _BEGIN_DECLS.,0
3142,need to be removed,0
3143,Need to distinguish with the insecure version because when its made a pubic API ppl are not confused.,0
3144,Need to initialize put_offset here. Or maybe as an initializer in FlushParams.,0
3145,Need to kill off &periph_l_regs here.,0
3146,"Need to preserve padding and style=""border-right: 2px solid white"" here",0
3147,"Need to return here, since receiving bad message will terminate the renderer and we should abort processing the message any further.",0
3148,"Needed for this to be excerpted as a whole file by godoc, rather than just the contents of Example. Godoc demands at least 1 non-test non-example exported symbol.",0
3149,"needs ""|| die""",0
3150,needs `|| die`,0
3151,"needs `|| die`

the -L doesn't hurt, but it is redundant as explicit args get derefed by default",0
3152,needs || die,0
3153,Needs a colon or a reformulation to be an actual sentence.,0
3154,needs an dragonegg bug intead of bip,0
3155,Needs stddef.h for size_t.,0
3156,needs to be a nul terminated string,0
3157,Needs to be removed.,0
3158,"negate=negate, although that's being anal...",1
3159,nerd snipe of trailing white space,0
3160,"never mind, I'm an idiot. Need to use only one networkdispatcher",0
3161,"Never mind, it looks like these should be properly reentrant. We can do this in the constructor and destructor of GlibBridge instgead and it should be fine.",0
3162,never use `echo -n` in scripts.  you can use `printf %s ...` instead.,0
3163,"Never use which bcz it's not built-in and not picked by all distros.

 if type docker >/dev/null 2>&1; then
   die ...
 fi",0
3164,New exception to use rather than calling cros_build_lib.Die() from this module.,0
3165,"New line after opening """""" in multi-line doc strings. Yes, it looks stupid. But that's what I've been told is the right way for autotests.",1
3166,"new tab is activated by default, and you don't need it to be active in this case regardless",0
3167,"new_count = atomic_inc_return(&ecm_tracker_udp_count);
 DEBUG_ASSERT(...);
 
 and then you do not need spinlock.",0
3168,"next ""representable"" number.  relaxed may skip some value if the value would be a denorm",0
3169,next time i'd cut this nonsense of avoiding an import..,1
3170,next_timer_deadline_ = next_timeout >= 0.0 ? now + next_timeout : 0.0;,0
3171,Nice catch! Some of checks are useless now since we do not create an instance of DynamicModuleCoordinator if we don't have correct intent to load a module.,0
3172,"Nice didn't know about that. I hate the <code> thing. Javadoc should be a wiki-like syntax, not simplified html.",0
3173,"Nice idea! I like getting rid of the ifdefs, changed.",0
3174,Nice to output both a.ppid and b.pid.,0
3175,"nice; bit of a pain in the ass, but assertEquals refusal to output the two values being compared makes for loops like this require custom msgs...",1
3176,nit full_jack_deps now there are not only lib here?,0
3177,"nit Prefer something like, but as you want.

BB bb = null;
while((bb = block.pool() != null) { ... }",0
3178,nit useless,0
3179,"nit&optional: You can use json.dump(..., sort_keys=True)",0
3180,"Nit, DEFAULT_VLAUE = DEFAULT_MEAS_RANGE_VALUE

I hate the length of my suggestion but DEFAULT_VALUE seems too vague",1
3181,"Nit, no reason to quote individual variables over just the whole string. Easier to read that way.",0
3182,"nit, only if you find it better as well :)

return (i == children_.end()) ? nullptr : *i;",0
3183,"nit. Actually, -a does not work, you must specify --args.  Also, name is run_remote_tests.sh.",0
3184,"nit/optional: given these are basically for constructing an instance of this class, slightly prefer having these above ctor / other methods",0
3185,nit:  nullptr /* out_static_user_agent_settings */,0
3186,"nit: 
    CURLMsg* curl_msg = curl_multi_info_read(curl_multi_handle_, &msgs_in_queue);",0
3187,"Nit: ""We need to kill"" -> ""First remove"" (avoids first person and the unclear word ""kill"", plus shorter)",0
3188,"nit: ""WTF::"" is not necessary. Ditto for the rest of the patch.",0
3189,nit: #endif /* CONFIG_USB_PD_TCPM_ANX7447 */,0
3190,nit: #endif /* CONFIG_USB_PD_TCPM_MUX */,0
3191,"nit: #include <unordered_map>

and we probably should just use std::map",0
3192,nit: (here and elsewhere) I think usually we just write `String` rather than `WTF::String` (wtf_string.h has a using declaration to pull it into the global namespace...),0
3193,Nit: /* entsize */ 0,0
3194,Nit: /* expandable */ false,0
3195,nit: /* isNodeJS */,0
3196,nit: /* isTest */,0
3197,nit: /* read_only */,0
3198,nit: /* showFrpWarning */,0
3199,nit: /*referer*/,0
3200,nit: \n after this (to make it clear which dependency should be removed),0
3201,nit: `bool has_deleted_origins = false;` as we only use this as a boolean.,0
3202,nit: `const ScriptElementBase*`,0
3203,nit: `icu_locale` to be consistent with icu_simplate_date_format,0
3204,nit: = 0.f;,0
3205,"nit: A little ugly / confusing why you don't need this in write_len.  Maybe just store addr in a temp variable and put it in both ""if"" statements?",0
3206,Nit: Add /* autopresent */,0
3207,"nit: add a brief comment here something like:
 // SESSIONS, FAVICON_IMAGES, FAVICON_TRACKING are noisy data types whose invalidations aren't enabled by default on Android.",0
3208,nit: add a newline before getNameOfWrapperClass. Same for mNativesBuilder below.,0
3209,nit: add a simple constructor so it isn't possible to create one of these with garbage in the 'type' member,0
3210,nit: Add a space between the colon and the bug number.,0
3211,nit: add trailing period to this comment and others below,0
3212,Nit: Added braces because the body is longer than one line.,0
3213,"Nit: Align the bullet content. It makes it easier to read.

* Bullet Line 1
  Bullet Line 2
* Next Bullet
  Next Bullet Line 2",0
3214,"nit: 'app_list::' and ' overrides' here and below is not required.
I would prefer to keep overridden Start,Stop in one place.",0
3215,nit: ArcBluetoothBridge* const bluetooth_bridge_;,0
3216,"nit: argument can happily sit on the same line, func body usually overflows to next line.",0
3217,"nit: At this point I would avoid the early return with:
 
  if license_texts:
  self.license_text_stock ...
  else:
  logging.error(...
 
 And just let the function end.",0
3218,"nit: better to use |FlatTreeTraversal::NextSibling(*host)|.
 |Next(*two)| is not intuitive.",0
3219,"nit: both interfaces take a pid.  Make the ordering the same (first on both?)? (yeah, my fault that they're different.)",0
3220,"nit: both of these are now unused. (And while you're at it, you can drop the useless comment right above.)",0
3221,"nit: Both this class and the mock crypto stream both assume the same empty CHLO message being sent. Should we perhaps define some common method for this? (quic::CryptoHandshakeMessage GetDummyCHLO()?)
 
 Also should we say something like ""Dummy"" in the method name to make it obvious that this is not a real CHLO?",0
3222,"nit: bundle_pak_asset_type is defined as ""apk"", which makes this conditional definition a little weird. Do you plan to change that later? If so can you add a comment near its definition?",0
3223,"nit: C++ static constructors are evil due to their random order or initialization / deinitialization anyway, so please please never use them. The fact that this is accessed from onexit() only makes it clearer.

Consider using an emugl::LazyInstance<> here, see comment below.",0
3224,nit: call these isVertexArray and isTransformFeedback to mirror the OpenGL ES API calls,0
3225,"nit: CamelCase here and below, only trivial accessors get to be underscore_delimited in Chromium.",0
3226,nit: can fit within 100 line limit (run presubmit.sh to catch this).,0
3227,nit: cnost uint64_t kWakeupCountBeforeSuspendInt = 1;,0
3228,Nit: CodeGenerator* codegen,0
3229,"nit: Comments are whole sentences, so they should be terminated by ""."".",0
3230,nit: Condense this into a call to addGroup(header)?,0
3231,"nit: consider 

  this.insecure = options.hasOwnProperty('insecure') && !!options.insecure;",0
3232,nit: consider adding /* fatal_error_callback */,0
3233,"nit: consider logging a message here too to make it easier to distinguish between usbip hanging vs. the udev event not showing up, e.g.
 
  testing.ContextLog(ctx, ""Waiting for udev event"")",0
3234,"Nit: Consider putting this into its own variable, e.g. auth_prefs, for brevity.",0
3235,"nit: consider using blockquotes for notes:
 
  > blah blah blah
  > more blah",0
3236,nit: consider using tempfile_ext.NamedTemporaryDirectory,0
3237,"nit: const pointer.
 i.e.
 
  AppListViewDelegate* const view_delegate_;
  SearchResultPageView* const search_result_page_view_;",0
3238,nit: constexpr size_t kNumOfFramesToPurgeCacheEntry,0
3239,nit: constexpr UINT32 kIdentityKeyFlags,0
3240,nit: Could you reorder this to be consistent with v8_utilities.py?,0
3241,"nit: delete already tests for nullptr, so this is equivalent to:

  delete sInstance;
  sInstance = nullptr;",0
3242,nit: delete useless blank line,0
3243,nit: Did you git cl format? This seems longer than 80 lines.,0
3244,"nit: die(""Impossible bus width!"");",0
3245,nit: die()?,0
3246,"nit: ditto std::array<GLColor> textureData = {GLColor::green, GLColor::green}",0
3247,"nit: ditto! on using the appropriate amount of error i.e., 1us.",0
3248,"nit: do we need this definition?
 
 This is an abstract class, so it won't ever be instantiated. Any subclass will almost certainly want to override this to provide more useful information. Hence, this version of __str__ won't ever be used.
 
 Finally, assuming a subclass doesn't override this, the default <FooClass object at 0x00000> provides more information. Returning just the class name gives no information about the instance.",0
3249,nit: do you need this? 'ui_controller.h' is included above.,0
3250,"nit: document the arg:
 
  ..., true /* is_official_build */);",0
3251,nit: don't need braces if the body and the for state itself are both one liners,0
3252,nit: drop WTF::,0
3253,"nit: dump this all into a separate function?

self.do_stuff_to_summary_options_from_diagnostic(statiscs_names)",0
3254,Nit: Either expand on or kill the @param args,0
3255,nit: end with a colon :,0
3256,"nit: end with a colon

  // content::URLDataSource:",0
3257,Nit: f = 0,0
3258,nit: false /* frame_navigated */,0
3259,nit: false /* has_user_gesture */,0
3260,nit: false /* is_fullscreen */,0
3261,nit: false /*is_scan_request*/,0
3262,"nit: for C functions (not C++), use a (void) parameter, otherwise the compiler will assume the function takes any number of parameters, and will gladly accept both calls as valid:

  android_studio_get_optins();
  android_studio_get_optins(42);

This is legacy C crap :-/ See http://stackoverflow.com/questions/693788/c-void-arguments",1
3263,"nit: for cases like this, use auto. you shouldn't need to typedef TexelFetchTable. although I'm not sure you need a map here at all.",0
3264,"nit: for readablity, maybe extract:
bool register_legacy_mailbox = !using_wrapped_sk_image && !using_interop_factory && !using_vulkan_;",0
3265,"nit: for the h->dead case, errno == ETIMEDOUT? Probably not that critical since the h->dead case is when the device is being kicked anyway.",0
3266,nit: Forward declare app_list::InternalApp instead.,0
3267,nit: FrameTokenMessageQueue* const frame_token_message_queue_,0
3268,"nit: FWIW, rather than extracting you should also be able to just do

 cbfstool ""$rw_image_file"" extract -n ""$cbfs_name"" -f ecrw -r FW_MAIN_A",0
3269,nit: get rid of battery_percentage and just return the values directly below,0
3270,nit: get rid of useless return value,0
3271,nit: get*_() instead of compute_(). We're not computing anything.,0
3272,nit: How about an early return here if mTabModelSelect == null || incognitoSelected == mTabModelSelector.isIncognitoSelected() to avoid indenting.,0
3273,"nit: I don't think the =1 is necessary here: https://chromium.googlesource.com/chromium/src/+/master/docs/component_build.md#exporting-and-importing-symbols
 
 I expect usages to be simply #ifdef(IS_DEVICE_FIDO_IMPL) ... #endif",0
3274,"nit: I think a comment here explaining what this header is used for, and another one to explain what USE_RELA means would be useful.",0
3275,"nit: I think an int32_t is appropriate, here and below, since size is an int32_t",0
3276,"nit: I think it would be clearer to use 
all_targets_inlined and one_target_inlined
instead of
one_target_not_inlined and ont_target_inlined",0
3277,nit: I think that we can kill everything after the comma now.,0
3278,nit: I think this wants to return step_odict; returning an empty dict makes this inherently behave like DropExpectation.,0
3279,"nit: I think yuv is redundant here, max_width/max_height should be enough",0
3280,nit: I would just call ReloadCredentials() passing no argument.,0
3281,"nit: I would just call these |installing|, |waiting|, |active| to parallel |state->installing| and |info->installing|, etc. ""ref"" kinda looks like ""reg"" too.",0
3282,"nit: I would kill that space after the comma and just make it ','.join(tags)",0
3283,"Nit: I'd have found this easier to read as:

(i - 1) == (lastExtensionStartIndex + 1)

Apologies if I'm being stupid: Is the +1 correct?

e.g. I assume this is the kind of input you're trying to catch:

[ ""a"", ""b"", ""stuff"" ] // ""b"" is invalid

when i = 1, lastExtensionStartIndex == 0

Isn't the check: ((i - 1) == lastExtensionStartIndex)
or (i == (lastExtensionStartIndex + 1))?",0
3284,"nit: I'd suggest that exposing the zlib return values here is overkill. The client of such a function is only concerned about uncompressing the whole file (otherwise it would be using the gzxxx() functions directly), so just make it return a boolean (true for success, false for failure).",0
3285,"nit: if we're going to be pedantic, i would call it the ""string terminator"" rather than ""null terminator"".",0
3286,"nit: if would be worth it to check if we get something that is not a personalised tile before adding the dummy data. Otherwise, when the backend is turned on before you can remove this code you would get duplicates in the same section and crash.",0
3287,"nit: if you don't put a newline here, it's going to look ugly.",0
3288,"nit: if you're udelay()'ing here, you should probably be udelay()'ing below as well.",0
3289,"nit: In general you want to use ""$@"" instead of $@ here, this takes care of the case where there is a space in one of the parameters, e.g.:

   print_params_1 () {
      for P in $@; do
         printf ""%s\n"" ""$P""
      done
   }

   print_params_2 () {
      for P in ""$@""; do
         printf ""%s\n"" ""$P""
      done
   }

   print_params_1 ""a fool""  # prints ""a"" then ""fool"" on 2 lines.
   print_params_2 ""a fool""  # prints ""a fool"" on 1 line.",0
3290,"Nit: InfoBar

(It's a stupid capitalization, but we're consistent about it)",1
3291,"nit: initialize here, i.e., bool regular_read_on_ = false;
also modify bool initialization_successful_ = false;",0
3292,nit: insert a space after GenerifIStream*,0
3293,nit: instead of setup_atlantis_rpms.py use %s and replace it with sys.argv[0],0
3294,"nit: InvalidTextureTarget, to mirror your other objects",0
3295,"nit: Is this colon recommended?
 Also applies to other templates below.",0
